_id;Chapter;Book;Page;Sentence;Tagged;Mapped;Lemma
2576;4/C;III;89;Charlie: Of course we’ll go.;[('Charlie', 'NNP'), (':', ':'), ('Of', 'IN'), ('course', 'NN'), ('we’ll', 'NN'), ('go', 'VBP'), ('.', '.')];{'Of': ['Of'], 'Charlie': ['Charlie'], 'go': ['go'], 'course': ['course'], ':': [':'], '.': ['.'], 'we’ll': ['we’ll']};['Charlie', ':', 'Of', 'course', 'we’ll', 'go', '.']
2577;4/C;III;89;It’ll be fun, don’t worry.;[('It’ll', 'NNP'), ('be', 'VB'), ('fun', 'VBN'), (',', ','), ('don’t', 'NN'), ('worry', 'NN'), ('.', '.')];{'be': ['be'], '.': ['.'], 'fun': ['fun'], ',': [','], 'It’ll': ['It’ll'], 'worry': ['worry'], 'don’t': ['don’t']};['It’ll', 'be', 'fun', ',', 'don’t', 'worry', '.']
2578;4/C;III;89;Rajiv: But I won’t know what to say if I see Alicia or any other girl.;[('Rajiv', 'NN'), (':', ':'), ('But', 'CC'), ('I', 'PRP'), ('won’t', 'VBP'), ('know', 'VB'), ('what', 'WP'), ('to', 'TO'), ('say', 'VB'), ('if', 'IN'), ('I', 'PRP'), ('see', 'VBP'), ('Alicia', 'RB'), ('or', 'CC'), ('any', 'DT'), ('other', 'JJ'), ('girl', 'NN'), ('.', '.')];{'Alicia': ['Alicia'], 'But': ['But'], 'say': ['say'], 'any': ['any'], ':': [':'], 'if': ['if'], 'or': ['or'], '.': ['.'], 'see': ['see'], 'girl': ['girl'], 'know': ['know'], 'to': ['to'], 'what': ['what'], 'other': ['other'], 'won’t': ['won’t'], 'Rajiv': ['Rajiv'], 'I': ['I', 'I']};['Rajiv', ':', 'But', 'I', 'won’t', 'know', 'what', 'to', 'say', 'if', 'I', 'see', 'Alicia', 'or', 'any', 'other', 'girl', '.']
2579;4/C;III;89;I’ll just feel awkward.;[('I’ll', 'NNP'), ('just', 'RB'), ('feel', 'VB'), ('awkward', 'RB'), ('.', '.')];{'I’ll': ['I’ll'], 'feel': ['feel'], '.': ['.'], 'awkward': ['awkward'], 'just': ['just']};['I’ll', 'just', 'feel', 'awkward', '.']
2580;4/C;III;89;Charlie: Don’t panic!;[('Charlie', 'NNP'), (':', ':'), ('Don’t', 'NNP'), ('panic', 'NN'), ('!', '.')];{'Don’t': ['Don’t'], ':': [':'], '!': ['!'], 'panic': ['panic'], 'Charlie': ['Charlie']};['Charlie', ':', 'Don’t', 'panic', '!']
2581;4/C;III;89;You’ll know what to do.;[('You’ll', 'NN'), ('know', 'VBP'), ('what', 'WP'), ('to', 'TO'), ('do', 'VB'), ('.', '.')];{'.': ['.'], 'know': ['know'], 'to': ['to'], 'do': ['do'], 'what': ['what'], 'You’ll': ['You’ll']};['You’ll', 'know', 'what', 'to', 'do', '.']
2582;4/C;III;89;Just be cool and say hi.;[('Just', 'RB'), ('be', 'VB'), ('cool', 'JJ'), ('and', 'CC'), ('say', 'VBP'), ('hi', 'NN'), ('.', '.')];{'Just': ['Just'], 'be': ['be'], '.': ['.'], 'say': ['say'], 'hi': ['hi'], 'cool': ['cool'], 'and': ['and']};['Just', 'be', 'cool', 'and', 'say', 'hi', '.']
2583;4/C;III;89;George is coming too, so you won’t be on your own.;[('George', 'NNP'), ('is', 'VBZ'), ('coming', 'VBG'), ('too', 'RB'), (',', ','), ('so', 'IN'), ('you', 'PRP'), ('won’t', 'VBP'), ('be', 'VB'), ('on', 'IN'), ('your', 'PRP$'), ('own', 'JJ'), ('.', '.')];{'be': ['be'], 'own': ['own'], 'on': ['on'], 'George': ['George'], 'your': ['your'], 'you': ['you'], '.': ['.'], 'won’t': ['won’t'], 'so': ['so'], 'coming': ['coming'], ',': [','], 'is': ['is'], 'too': ['too']};['George', 'is', 'coming', 'too', ',', 'so', 'you', 'won’t', 'be', 'on', 'your', 'own', '.']
2584;4/C;III;89;Rajiv: Hm … OK then. Have you told George when and where to meet us?;[('Rajiv', 'NN'), (':', ':'), ('Hm', 'NNP'), ('…', 'NNP'), ('OK', 'NNP'), ('then', 'RB'), ('.', '.'), ('Have', 'VBP'), ('you', 'PRP'), ('told', 'VBN'), ('George', 'NNP'), ('when', 'WRB'), ('and', 'CC'), ('where', 'WRB'), ('to', 'TO'), ('meet', 'VB'), ('us', 'PRP'), ('?', '.')];{'u': ['us'], 'and': ['and'], 'then': ['then'], 'OK': ['OK'], ':': [':'], 'when': ['when'], '?': ['?'], 'you': ['you'], 'Hm': ['Hm'], '.': ['.'], '…': ['…'], 'where': ['where'], 'meet': ['meet'], 'George': ['George'], 'to': ['to'], 'told': ['told'], 'Have': ['Have'], 'Rajiv': ['Rajiv']};['Rajiv', ':', 'Hm', '…', 'OK', 'then', '.', 'Have', 'you', 'told', 'George', 'when', 'and', 'where', 'to', 'meet', 'u', '?']
2585;4/C;III;89;Charlie: Yup, we’re going to meet him outside the youth club in 20 minutes.;[('Charlie', 'NNP'), (':', ':'), ('Yup', 'NN'), (',', ','), ('we’re', 'NN'), ('going', 'VBG'), ('to', 'TO'), ('meet', 'VB'), ('him', 'PRP'), ('outside', 'IN'), ('the', 'DT'), ('youth', 'NN'), ('club', 'NN'), ('in', 'IN'), ('20', 'CD'), ('minutes', 'NNS'), ('.', '.')];{'going': ['going'], 'minute': ['minutes'], ':': [':'], '20': ['20'], 'the': ['the'], 'Yup': ['Yup'], 'we’re': ['we’re'], '.': ['.'], 'youth': ['youth'], 'to': ['to'], 'meet': ['meet'], 'Charlie': ['Charlie'], ',': [','], 'club': ['club'], 'outside': ['outside'], 'in': ['in'], 'him': ['him']};['Charlie', ':', 'Yup', ',', 'we’re', 'going', 'to', 'meet', 'him', 'outside', 'the', 'youth', 'club', 'in', '20', 'minute', '.']
2586;4/C;III;89;Hurry up!;[('Hurry', 'NNP'), ('up', 'RP'), ('!', '.')];{'!': ['!'], 'Hurry': ['Hurry'], 'up': ['up']};['Hurry', 'up', '!']
2587;4/C;III;89;Rajiv: But I should at least have a shower!;[('Rajiv', 'NN'), (':', ':'), ('But', 'CC'), ('I', 'PRP'), ('should', 'MD'), ('at', 'IN'), ('least', 'JJS'), ('have', 'VBP'), ('a', 'DT'), ('shower', 'NN'), ('!', '.')];{'a': ['a'], 'shower': ['shower'], 'But': ['But'], 'should': ['should'], '!': ['!'], 'have': ['have'], 'at': ['at'], ':': [':'], 'least': ['least'], 'Rajiv': ['Rajiv'], 'I': ['I']};['Rajiv', ':', 'But', 'I', 'should', 'at', 'least', 'have', 'a', 'shower', '!']
2588;4/C;III;89;Charlie: Good idea.;[('Charlie', 'NNP'), (':', ':'), ('Good', 'JJ'), ('idea', 'NN'), ('.', '.')];{'.': ['.'], ':': [':'], 'idea': ['idea'], 'Charlie': ['Charlie'], 'Good': ['Good']};['Charlie', ':', 'Good', 'idea', '.']
2589;4/C;III;89;Remember you might be getting close to Alicia!;[('Remember', 'NNP'), ('you', 'PRP'), ('might', 'MD'), ('be', 'VB'), ('getting', 'VBG'), ('close', 'JJ'), ('to', 'TO'), ('Alicia', 'NNP'), ('!', '.')];{'you': ['you'], 'be': ['be'], 'Remember': ['Remember'], 'to': ['to'], 'might': ['might'], 'Alicia': ['Alicia'], '!': ['!'], 'close': ['close'], 'getting': ['getting']};['Remember', 'you', 'might', 'be', 'getting', 'close', 'to', 'Alicia', '!']
2590;4/C;III;89;Rajiv: Stop it, Charlie, or I won’t come!;[('Rajiv', 'NN'), (':', ':'), ('Stop', 'VB'), ('it', 'PRP'), (',', ','), ('Charlie', 'NNP'), (',', ','), ('or', 'CC'), ('I', 'PRP'), ('won’t', 'VBP'), ('come', 'JJ'), ('!', '.')];{'I': ['I'], '!': ['!'], 'Charlie': ['Charlie'], 'Stop': ['Stop'], 'or': ['or'], 'won’t': ['won’t'], ',': [',', ','], 'it': ['it'], ':': [':'], 'Rajiv': ['Rajiv'], 'come': ['come']};['Rajiv', ':', 'Stop', 'it', ',', 'Charlie', ',', 'or', 'I', 'won’t', 'come', '!']
2591;4/C;III;89;Charlie: Relax, everything will be fine.;[('Charlie', 'NNP'), (':', ':'), ('Relax', 'NNP'), (',', ','), ('everything', 'NN'), ('will', 'MD'), ('be', 'VB'), ('fine', 'JJ'), ('.', '.')];{'be': ['be'], '.': ['.'], 'everything': ['everything'], 'fine': ['fine'], 'Charlie': ['Charlie'], ',': [','], 'will': ['will'], ':': [':'], 'Relax': ['Relax']};['Charlie', ':', 'Relax', ',', 'everything', 'will', 'be', 'fine', '.']
2592;4/C;III;89;Oh, and don’t forget to bring your secret card …;[('Oh', 'UH'), (',', ','), ('and', 'CC'), ('don’t', 'VB'), ('forget', 'NN'), ('to', 'TO'), ('bring', 'VB'), ('your', 'PRP$'), ('secret', 'JJ'), ('card', 'NN'), ('…', 'NN')];{'your': ['your'], 'card': ['card'], '…': ['…'], 'to': ['to'], 'bring': ['bring'], ',': [','], 'Oh': ['Oh'], 'and': ['and'], 'forget': ['forget'], 'secret': ['secret'], 'don’t': ['don’t']};['Oh', ',', 'and', 'don’t', 'forget', 'to', 'bring', 'your', 'secret', 'card', '…']
2593;4/C;III;89;When should I talk to Rajiv?;[('When', 'WRB'), ('should', 'MD'), ('I', 'PRP'), ('talk', 'VB'), ('to', 'TO'), ('Rajiv', 'NNP'), ('?', '.')];{'talk': ['talk'], 'I': ['I'], 'to': ['to'], 'When': ['When'], 'should': ['should'], 'Rajiv': ['Rajiv'], '?': ['?']};['When', 'should', 'I', 'talk', 'to', 'Rajiv', '?']
2594;4/C;III;89;Should I text Rajiv before the party?;[('Should', 'MD'), ('I', 'PRP'), ('text', 'VB'), ('Rajiv', 'NNP'), ('before', 'IN'), ('the', 'DT'), ('party', 'NN'), ('?', '.')];{'text': ['text'], 'I': ['I'], 'before': ['before'], 'the': ['the'], 'party': ['party'], 'Should': ['Should'], 'Rajiv': ['Rajiv'], '?': ['?']};['Should', 'I', 'text', 'Rajiv', 'before', 'the', 'party', '?']
2595;4/C;III;89;What can I wear to the party?;[('What', 'WP'), ('can', 'MD'), ('I', 'PRP'), ('wear', 'VB'), ('to', 'TO'), ('the', 'DT'), ('party', 'NN'), ('?', '.')];{'can': ['can'], 'I': ['I'], 'to': ['to'], 'What': ['What'], 'wear': ['wear'], 'party': ['party'], 'the': ['the'], '?': ['?']};['What', 'can', 'I', 'wear', 'to', 'the', 'party', '?']
2596;4/C;III;89;What shall I do about Gethin?;[('What', 'WP'), ('shall', 'MD'), ('I', 'PRP'), ('do', 'VBP'), ('about', 'IN'), ('Gethin', 'NNP'), ('?', '.')];{'I': ['I'], 'shall': ['shall'], 'What': ['What'], 'do': ['do'], 'Gethin': ['Gethin'], '?': ['?'], 'about': ['about']};['What', 'shall', 'I', 'do', 'about', 'Gethin', '?']
2597;4/C;III;89;How can I meet Rajiv without George or Charlie?;[('How', 'WRB'), ('can', 'MD'), ('I', 'PRP'), ('meet', 'VB'), ('Rajiv', 'NNP'), ('without', 'IN'), ('George', 'NNP'), ('or', 'CC'), ('Charlie', 'NNP'), ('?', '.')];{'can': ['can'], 'I': ['I'], 'meet': ['meet'], 'without': ['without'], 'George': ['George'], 'or': ['or'], 'How': ['How'], 'Charlie': ['Charlie'], 'Rajiv': ['Rajiv'], '?': ['?']};['How', 'can', 'I', 'meet', 'Rajiv', 'without', 'George', 'or', 'Charlie', '?']
2598;4/C;III;90;Hi Rajiv!;[('Hi', 'NNP'), ('Rajiv', 'NNP'), ('!', '.')];{'!': ['!'], 'Hi': ['Hi'], 'Rajiv': ['Rajiv']};['Hi', 'Rajiv', '!']
2599;4/C;III;90;Do you think Rajiv will come?;[('Do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('Rajiv', 'NNP'), ('will', 'MD'), ('come', 'VB'), ('?', '.')];{'you': ['you'], 'Do': ['Do'], 'Rajiv': ['Rajiv'], 'will': ['will'], '?': ['?'], 'think': ['think'], 'come': ['come']};['Do', 'you', 'think', 'Rajiv', 'will', 'come', '?']
2600;4/C;III;90;Let’s see your mystery card.;[('Let’s', 'NNP'), ('see', 'VB'), ('your', 'PRP$'), ('mystery', 'NN'), ('card', 'NN'), ('.', '.')];{'mystery': ['mystery'], '.': ['.'], 'see': ['see'], 'Let’s': ['Let’s'], 'your': ['your'], 'card': ['card']};['Let’s', 'see', 'your', 'mystery', 'card', '.']
2601;4/C;III;90;Here you are.;[('Here', 'RB'), ('you', 'PRP'), ('are', 'VBP'), ('.', '.')];{'you': ['you'], 'Here': ['Here'], '.': ['.'], 'are': ['are']};['Here', 'you', 'are', '.']
2602;4/C;III;90;But it’s really embarrassing.;[('But', 'CC'), ('it’s', 'VBP'), ('really', 'RB'), ('embarrassing', 'VBG'), ('.', '.')];{'really': ['really'], '.': ['.'], 'But': ['But'], 'embarrassing': ['embarrassing'], 'it’s': ['it’s']};['But', 'it’s', 'really', 'embarrassing', '.']
2603;4/C;III;90;Caroline and Emma arrive at the youth club.;[('Caroline', 'NNP'), ('and', 'CC'), ('Emma', 'NNP'), ('arrive', 'VBP'), ('at', 'IN'), ('the', 'DT'), ('youth', 'NN'), ('club', 'NN'), ('.', '.')];{'.': ['.'], 'youth': ['youth'], 'Caroline': ['Caroline'], 'club': ['club'], 'at': ['at'], 'the': ['the'], 'and': ['and'], 'arrive': ['arrive'], 'Emma': ['Emma']};['Caroline', 'and', 'Emma', 'arrive', 'at', 'the', 'youth', 'club', '.']
2604;4/C;III;90;Meanwhile the boys meet outside the youth club.;[('Meanwhile', 'RB'), ('the', 'DT'), ('boys', 'NNS'), ('meet', 'VB'), ('outside', 'IN'), ('the', 'DT'), ('youth', 'NN'), ('club', 'NN'), ('.', '.')];{'.': ['.'], 'youth': ['youth'], 'outside': ['outside'], 'club': ['club'], 'the': ['the', 'the'], 'boy': ['boys'], 'Meanwhile': ['Meanwhile'], 'meet': ['meet']};['Meanwhile', 'the', 'boy', 'meet', 'outside', 'the', 'youth', 'club', '.']
2605;4/C;III;90;But who can it be from?;[('But', 'CC'), ('who', 'WP'), ('can', 'MD'), ('it', 'PRP'), ('be', 'VB'), ('from', 'IN'), ('?', '.')];{'be': ['be'], 'But': ['But'], 'from': ['from'], 'who': ['who'], 'it': ['it'], 'can': ['can'], '?': ['?']};['But', 'who', 'can', 'it', 'be', 'from', '?']
2606;4/C;III;90;George solves the mystery.;[('George', 'NNP'), ('solves', 'VBZ'), ('the', 'DT'), ('mystery', 'NN'), ('.', '.')];{'the': ['the'], '.': ['.'], 'mystery': ['mystery'], 'solves': ['solves'], 'George': ['George']};['George', 'solves', 'the', 'mystery', '.']
2607;4/C;III;90;Well … I know my sister’s handwriting.;[('Well', 'RB'), ('…', 'RB'), ('I', 'PRP'), ('know', 'VBP'), ('my', 'PRP$'), ('sister’s', 'JJ'), ('handwriting', 'NN'), ('.', '.')];{'.': ['.'], 'know': ['know'], 'sister’s': ['sister’s'], '…': ['…'], 'Well': ['Well'], 'my': ['my'], 'handwriting': ['handwriting'], 'I': ['I']};['Well', '…', 'I', 'know', 'my', 'sister’s', 'handwriting', '.']
2608;4/C;III;90;Wow! Are you sure?!?;[('Wow', 'NN'), ('!', '.'), ('Are', 'NNP'), ('you', 'PRP'), ('sure', 'RB'), ('?', '.'), ('!', '.'), ('?', '.')];{'you': ['you'], 'Wow': ['Wow'], '!': ['!', '!'], 'sure': ['sure'], 'Are': ['Are'], '?': ['?', '?']};['Wow', '!', 'Are', 'you', 'sure', '?', '!', '?']
2609;4/C;III;90;Oh no! I don’t believe it!;[('Oh', 'UH'), ('no', 'DT'), ('!', '.'), ('I', 'PRP'), ('don’t', 'VBP'), ('believe', 'VBP'), ('it', 'PRP'), ('!', '.')];{'I': ['I'], '!': ['!', '!'], 'believe': ['believe'], 'Oh': ['Oh'], 'it': ['it'], 'no': ['no'], 'don’t': ['don’t']};['Oh', 'no', '!', 'I', 'don’t', 'believe', 'it', '!']
2610;4/C;III;90;At the same time inside …;[('At', 'IN'), ('the', 'DT'), ('same', 'JJ'), ('time', 'NN'), ('inside', 'IN'), ('…', 'NN')];{'time': ['time'], 'At': ['At'], 'the': ['the'], 'inside': ['inside'], '…': ['…'], 'same': ['same']};['At', 'the', 'same', 'time', 'inside', '…']
2611;4/C;III;90;Look!;[('Look', 'NN'), ('!', '.')];{'!': ['!'], 'Look': ['Look']};['Look', '!']
2612;4/C;III;90;What’s wrong?;[('What’s', 'NNP'), ('wrong', 'JJ'), ('?', '.')];{'What’s': ['What’s'], '?': ['?'], 'wrong': ['wrong']};['What’s', 'wrong', '?']
2613;4/C;III;90;You look terrible.;[('You', 'PRP'), ('look', 'VBP'), ('terrible', 'JJ'), ('.', '.')];{'You': ['You'], 'terrible': ['terrible'], '.': ['.'], 'look': ['look']};['You', 'look', 'terrible', '.']
2614;4/C;III;90;Euston Station, Tuesday 6:45;[('Euston', 'NNP'), ('Station', 'NNP'), (',', ','), ('Tuesday', 'NNP'), ('6:45', 'CD')];{'Euston': ['Euston'], ',': [','], 'Station': ['Station'], '6:45': ['6:45'], 'Tuesday': ['Tuesday']};['Euston', 'Station', ',', 'Tuesday', '6:45']
2615;4/C;III;90;@ Camden Youth 2 hours ago;[('@', 'JJ'), ('Camden', 'NNP'), ('Youth', 'NNP'), ('2', 'CD'), ('hours', 'NNS'), ('ago', 'RB')];{'hour': ['hours'], 'Youth': ['Youth'], '2': ['2'], 'ago': ['ago'], '@': ['@'], 'Camden': ['Camden']};['@', 'Camden', 'Youth', '2', 'hour', 'ago']
2616;4/C;III;90;Emma Me too!;[('Emma', 'VB'), ('Me', 'NNP'), ('too', 'RB'), ('!', '.')];{'!': ['!'], 'Me': ['Me'], 'Emma': ['Emma'], 'too': ['too']};['Emma', 'Me', 'too', '!']
2617;4/C;III;90;CU soon!;[('CU', 'NNP'), ('soon', 'RB'), ('!', '.')];{'soon': ['soon'], 'CU': ['CU'], '!': ['!']};['CU', 'soon', '!']
2618;4/C;III;90;53 minutes ago;[('53', 'CD'), ('minutes', 'NNS'), ('ago', 'RB')];{'ago': ['ago'], 'minute': ['minutes'], '53': ['53']};['53', 'minute', 'ago']
2619;4/C;III;90;It will be a fantastic surprise!;[('It', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('a', 'DT'), ('fantastic', 'JJ'), ('surprise', 'NN'), ('!', '.')];{'be': ['be'], 'a': ['a'], 'It': ['It'], '!': ['!'], 'surprise': ['surprise'], 'will': ['will'], 'fantastic': ['fantastic']};['It', 'will', 'be', 'a', 'fantastic', 'surprise', '!']
2620;4/C;III;90;At Euston Station Gethin is excited about seeing Caroline soon.;[('At', 'IN'), ('Euston', 'NNP'), ('Station', 'NNP'), ('Gethin', 'NNP'), ('is', 'VBZ'), ('excited', 'VBN'), ('about', 'IN'), ('seeing', 'VBG'), ('Caroline', 'NNP'), ('soon', 'RB'), ('.', '.')];{'seeing': ['seeing'], 'soon': ['soon'], '.': ['.'], 'At': ['At'], 'Caroline': ['Caroline'], 'Gethin': ['Gethin'], 'excited': ['excited'], 'Euston': ['Euston'], 'Station': ['Station'], 'is': ['is'], 'about': ['about']};['At', 'Euston', 'Station', 'Gethin', 'is', 'excited', 'about', 'seeing', 'Caroline', 'soon', '.']
2621;4/C;III;90;Check in: London, 2 minutes ago;[('Check', 'NN'), ('in', 'IN'), (':', ':'), ('London', 'NNP'), (',', ','), ('2', 'CD'), ('minutes', 'NNS'), ('ago', 'RB')];{':': [':'], '2': ['2'], 'London': ['London'], 'ago': ['ago'], 'minute': ['minutes'], ',': [','], 'Check': ['Check'], 'in': ['in']};['Check', 'in', ':', 'London', ',', '2', 'minute', 'ago']
2622;4/C;III;90;Looking forward to V-Day party @ Camden Youth Club tonight!!!;[('Looking', 'VBG'), ('forward', 'RB'), ('to', 'TO'), ('V-Day', 'NNP'), ('party', 'NN'), ('@', 'NNP'), ('Camden', 'NNP'), ('Youth', 'NNP'), ('Club', 'NNP'), ('tonight', 'NN'), ('!', '.'), ('!', '.'), ('!', '.')];{'V-Day': ['V-Day'], 'forward': ['forward'], 'Youth': ['Youth'], 'Camden': ['Camden'], 'Club': ['Club'], 'party': ['party'], 'to': ['to'], '@': ['@'], 'Looking': ['Looking'], '!': ['!', '!', '!'], 'tonight': ['tonight']};['Looking', 'forward', 'to', 'V-Day', 'party', '@', 'Camden', 'Youth', 'Club', 'tonight', '!', '!', '!']
2623;4/C;III;91;Right, now just keep cool, Rajiv.;[('Right', 'RB'), (',', ','), ('now', 'RB'), ('just', 'RB'), ('keep', 'VB'), ('cool', 'NN'), (',', ','), ('Rajiv', 'NNP'), ('.', '.')];{'now': ['now'], '.': ['.'], 'Rajiv': ['Rajiv'], 'Right': ['Right'], ',': [',', ','], 'keep': ['keep'], 'cool': ['cool'], 'just': ['just']};['Right', ',', 'now', 'just', 'keep', 'cool', ',', 'Rajiv', '.']
2624;4/C;III;91;She likes me.;[('She', 'PRP'), ('likes', 'VBZ'), ('me', 'PRP'), ('.', '.')];{'me': ['me'], '.': ['.'], 'like': ['likes'], 'She': ['She']};['She', 'like', 'me', '.']
2625;4/C;III;91;It’s over with Gethin.;[('It’s', 'NNP'), ('over', 'IN'), ('with', 'IN'), ('Gethin', 'NNP'), ('.', '.')];{'.': ['.'], 'It’s': ['It’s'], 'over': ['over'], 'Gethin': ['Gethin'], 'with': ['with']};['It’s', 'over', 'with', 'Gethin', '.']
2626;4/C;III;91;Rajiv is looking for Caroline.;[('Rajiv', 'NNP'), ('is', 'VBZ'), ('looking', 'VBG'), ('for', 'IN'), ('Caroline', 'NNP'), ('.', '.')];{'for': ['for'], 'looking': ['looking'], '.': ['.'], 'Caroline': ['Caroline'], 'Rajiv': ['Rajiv'], 'is': ['is']};['Rajiv', 'is', 'looking', 'for', 'Caroline', '.']
2627;4/C;III;91;Look who’s here.;[('Look', 'VB'), ('who’s', 'NN'), ('here', 'RB'), ('.', '.')];{'here': ['here'], '.': ['.'], 'Look': ['Look'], 'who’s': ['who’s']};['Look', 'who’s', 'here', '.']
2628;4/C;III;91;Oh no, there’s Rajiv!;[('Oh', 'UH'), ('no', 'DT'), (',', ','), ('there’s', 'VB'), ('Rajiv', 'NNP'), ('!', '.')];{'!': ['!'], 'there’s': ['there’s'], ',': [','], 'Oh': ['Oh'], 'no': ['no'], 'Rajiv': ['Rajiv']};['Oh', 'no', ',', 'there’s', 'Rajiv', '!']
2629;4/C;III;91;What a nightmare!;[('What', 'WP'), ('a', 'DT'), ('nightmare', 'NN'), ('!', '.')];{'a': ['a'], 'nightmare': ['nightmare'], '!': ['!'], 'What': ['What']};['What', 'a', 'nightmare', '!']
2630;4/C;III;91;What should Caroline do?;[('What', 'WP'), ('should', 'MD'), ('Caroline', 'VB'), ('do', 'VB'), ('?', '.')];{'should': ['should'], 'Caroline': ['Caroline'], 'What': ['What'], 'do': ['do'], '?': ['?']};['What', 'should', 'Caroline', 'do', '?']
2631;4/C;III;91;What am I doing?!?;[('What', 'WP'), ('am', 'VBP'), ('I', 'PRP'), ('doing', 'VBG'), ('?', '.'), ('!', '.'), ('?', '.')];{'doing': ['doing'], 'I': ['I'], '!': ['!'], 'What': ['What'], 'am': ['am'], '?': ['?', '?']};['What', 'am', 'I', 'doing', '?', '!', '?']
2632;4/C;III;91;The Welsh boy!;[('The', 'DT'), ('Welsh', 'NNP'), ('boy', 'NN'), ('!', '.')];{'The': ['The'], '!': ['!'], 'Welsh': ['Welsh'], 'boy': ['boy']};['The', 'Welsh', 'boy', '!']
2633;4/C;III;91;Now what?;[('Now', 'RB'), ('what', 'WP'), ('?', '.')];{'Now': ['Now'], '?': ['?'], 'what': ['what']};['Now', 'what', '?']
2634;4/C;III;91;Oh no!;[('Oh', 'UH'), ('no', 'DT'), ('!', '.')];{'Oh': ['Oh'], 'no': ['no'], '!': ['!']};['Oh', 'no', '!']
2635;4/C;III;91;Gethin has finally found the youth club.;[('Gethin', 'NNP'), ('has', 'VBZ'), ('finally', 'RB'), ('found', 'VBN'), ('the', 'DT'), ('youth', 'NN'), ('club', 'NN'), ('.', '.')];{'found': ['found'], '.': ['.'], 'youth': ['youth'], 'finally': ['finally'], 'Gethin': ['Gethin'], 'the': ['the'], 'club': ['club'], 'ha': ['has']};['Gethin', 'ha', 'finally', 'found', 'the', 'youth', 'club', '.']
2636;5/A;III;103;So that’s about as far as my German goes, I’m afraid.;[('So', 'RB'), ('that’s', 'JJ'), ('about', 'IN'), ('as', 'RB'), ('far', 'RB'), ('as', 'IN'), ('my', 'PRP$'), ('German', 'JJ'), ('goes', 'VBZ'), (',', ','), ('I’m', 'NNP'), ('afraid', 'NN'), ('.', '.')];{'a': ['as', 'as'], 'far': ['far'], 'German': ['German'], 'that’s': ['that’s'], '.': ['.'], 'So': ['So'], 'afraid': ['afraid'], 'I’m': ['I’m'], 'go': ['goes'], ',': [','], 'my': ['my'], 'about': ['about']};['So', 'that’s', 'about', 'a', 'far', 'a', 'my', 'German', 'go', ',', 'I’m', 'afraid', '.']
2637;5/A;III;103;I’ve only had German lessons for a few months.;[('I’ve', 'NNP'), ('only', 'RB'), ('had', 'VBD'), ('German', 'JJ'), ('lessons', 'NNS'), ('for', 'IN'), ('a', 'DT'), ('few', 'JJ'), ('months', 'NNS'), ('.', '.')];{'for': ['for'], 'a': ['a'], '.': ['.'], 'had': ['had'], 'month': ['months'], 'German': ['German'], 'only': ['only'], 'lesson': ['lessons'], 'few': ['few'], 'I’ve': ['I’ve']};['I’ve', 'only', 'had', 'German', 'lesson', 'for', 'a', 'few', 'month', '.']
2638;5/A;III;103;However, I’m sure you speak good English.;[('However', 'RB'), (',', ','), ('I’m', 'NNP'), ('sure', 'NN'), ('you', 'PRP'), ('speak', 'VBP'), ('good', 'JJ'), ('English', 'NNP'), ('.', '.')];{'you': ['you'], 'However': ['However'], '.': ['.'], 'speak': ['speak'], 'English': ['English'], 'sure': ['sure'], 'good': ['good'], ',': [','], 'I’m': ['I’m']};['However', ',', 'I’m', 'sure', 'you', 'speak', 'good', 'English', '.']
2639;5/A;III;103;When did you start to learn English at school?;[('When', 'WRB'), ('did', 'VBD'), ('you', 'PRP'), ('start', 'VB'), ('to', 'TO'), ('learn', 'VB'), ('English', 'NNP'), ('at', 'IN'), ('school', 'NN'), ('?', '.')];{'you': ['you'], 'school': ['school'], 'learn': ['learn'], 'to': ['to'], 'English': ['English'], 'at': ['at'], 'When': ['When'], '?': ['?'], 'did': ['did'], 'start': ['start']};['When', 'did', 'you', 'start', 'to', 'learn', 'English', 'at', 'school', '?']
2640;5/A;III;103;I’m really looking forward to coming to Germany so that I can improve my German.;[('I’m', 'NNP'), ('really', 'RB'), ('looking', 'VBG'), ('forward', 'RB'), ('to', 'TO'), ('coming', 'VBG'), ('to', 'TO'), ('Germany', 'NNP'), ('so', 'IN'), ('that', 'IN'), ('I', 'PRP'), ('can', 'MD'), ('improve', 'VB'), ('my', 'PRP$'), ('German', 'JJ'), ('.', '.')];{'can': ['can'], 'I': ['I'], 'really': ['really'], 'German': ['German'], 'coming': ['coming'], 'Germany': ['Germany'], 'to': ['to', 'to'], 'looking': ['looking'], '.': ['.'], 'forward': ['forward'], 'improve': ['improve'], 'I’m': ['I’m'], 'so': ['so'], 'my': ['my'], 'that': ['that']};['I’m', 'really', 'looking', 'forward', 'to', 'coming', 'to', 'Germany', 'so', 'that', 'I', 'can', 'improve', 'my', 'German', '.']
